song_id,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,label
47,-166.10414,136.3458,-20.125057,30.388815,-12.223029,12.815873,-14.494323,10.929104,-4.263017,-1.9313835,5.552254,-2.6436896,-0.93400156,-1.4518803,2.276541,-1.2818668,4.767354,-1.3373631,1.3408715,-3.564643,0
48,-138.88373,143.50537,-10.586331,49.702965,-16.851995,28.827206,-12.791036,12.622326,1.8441051,3.5510278,4.821108,2.6562204,11.271262,-1.3689035,8.605532,0.17766076,3.6923943,-2.3772256,2.2427998,-3.2196002,0
49,-184.62619,141.19247,-2.7976987,59.28217,4.157241,35.62287,0.63249093,10.557596,7.8440247,5.4496417,9.776291,4.4464116,5.2103,-0.57113045,8.920606,2.0836625,2.559026,-4.0307984,2.1546721,2.6115577,0
50,-170.29521,126.84284,-20.640486,32.814842,-9.2245655,28.69153,-7.8247137,0.7541141,7.156078,2.4498253,1.8161738,-0.79686046,1.9567202,-1.0193114,0.117213644,1.0384095,3.6138086,-3.2999187,5.8147283,-1.0361996,0
51,-154.7785,155.33604,-24.72631,28.190252,-3.1997824,20.786243,-7.5448403,6.1684046,4.1724324,-2.566976,-0.09463627,0.4944878,1.1916641,-3.3201945,6.060392,-1.2261621,1.1824131,-1.3867491,2.8928208,-1.1544695,0
52,-164.58113,125.023384,2.7445776,47.18738,-22.063784,21.774755,-14.32517,14.434241,-1.9045744,5.523687,7.7271385,-2.4170163,5.0850925,3.4761477,7.1917543,-2.106485,5.858841,-0.86938405,5.159482,-3.486932,0
53,-141.09581,146.38673,-33.61155,40.877174,-9.696689,27.739805,-9.305369,10.988081,4.6641455,2.356114,7.1155086,1.2605264,3.9400103,-0.43598294,1.7086929,-3.9468002,3.3325994,-3.5470505,1.6661423,0.62335086,0
54,-165.18298,105.56471,-38.087383,34.055527,-23.354868,26.396446,-14.674025,4.704789,-9.701482,-3.9277122,1.3581606,-3.19255,-2.1163788,1.0391309,2.1388667,-7.0215225,4.5008955,-7.5424027,2.0413618,-4.2616377,0
55,-196.4164,142.77171,-16.032724,31.790619,1.2106324,22.50606,0.67474896,5.975716,1.959395,4.071103,4.594208,0.53987294,4.00199,-2.5842078,3.8501475,-1.1076268,0.8223034,-1.2946423,2.0780392,0.87877244,0
56,-133.9707,156.87943,-56.40732,49.54728,-2.034475,20.301542,3.7081785,-4.873586,21.508438,-8.052551,9.364364,0.03656205,2.7824903,9.464671,-3.4766681,7.1787877,-2.5799341,3.0558987,1.0666512,-1.7603085,0
57,-205.25455,135.12506,-22.046932,27.969025,-14.49247,16.637335,-2.814783,-3.514166,-4.8450627,2.112013,-0.19456176,-0.14999534,6.7657743,0.44636077,4.529705,-0.6803653,1.198261,-1.2709092,3.1815026,-2.109066,0
58,-137.73701,143.98195,-12.449921,45.392025,-7.8095684,32.815426,-8.093125,16.114449,0.6514963,4.5608907,4.016856,-1.1766037,4.1037087,-4.513951,3.4553835,-3.5523684,2.7518628,-3.6741815,2.4372804,-0.098962516,0
59,-140.51955,138.58693,-38.05751,33.91155,-13.783847,15.751479,-6.976121,6.8957033,4.1951823,3.3649535,4.3503366,0.9561651,5.7832036,-1.2486049,2.5375388,-2.1734564,3.962248,-1.4488631,0.8246428,-2.1346357,0
60,-191.33472,125.09516,-21.233665,61.006,1.6194265,14.061607,-3.8466663,13.530289,9.963208,2.6708386,1.8537372,3.6151264,9.9240885,1.1786813,4.061946,2.4367213,2.8160605,-1.6238315,6.4107723,2.5393984,0
61,-204.99478,134.94092,-4.107699,47.527046,0.6105401,26.645914,3.5217803,1.8886472,8.110621,8.0590725,6.9956784,4.467655,8.314301,0.22324485,8.185494,5.8742723,5.562458,2.1374323,3.5736337,2.5501807,0
62,-206.16153,128.8187,-4.5792603,43.486526,-5.9209285,30.666872,-1.6320393,1.0552865,2.3272603,7.651354,0.65187925,-2.7166936,4.9121184,-2.997127,4.780239,-0.831414,2.915058,0.61680317,3.2298138,2.1943536,0
63,-144.15318,144.80128,-33.850666,51.052334,-4.8846755,29.639154,-2.1108735,8.589811,7.12844,7.7493496,1.705426,1.7081975,9.023026,-1.1066141,5.3536725,1.5450596,6.219634,-0.7832085,5.1769586,0.5410858,0
64,-196.70422,145.0685,-10.722143,33.922077,-0.68390286,21.127365,-4.109817,-0.938984,0.80149055,5.6092863,-1.0591567,3.4548583,17.882812,9.738182,14.99338,9.796509,6.787233,1.7451941,6.0494323,6.3689995,0
65,-210.82712,107.301445,3.012041,38.60704,-9.378724,26.93557,-6.0238633,5.0451875,-1.7319117,5.6827545,-5.4142838,-0.0933045,5.830928,-3.6459434,1.2403483,0.9637971,3.4299743,-1.940878,3.015938,-3.030474,0
66,-122.315796,127.34106,-31.723528,51.38521,-21.95479,34.13675,-15.346084,17.637339,-1.295016,9.24443,2.5460596,4.8565826,7.3386555,-2.997678,9.425214,-5.48185,6.780449,-3.314192,5.1573353,-1.2414076,0
67,-144.53543,134.72905,-23.0157,31.29006,-20.474586,18.585403,-10.886381,1.4982463,-6.658324,2.4126215,-0.65860933,0.27263534,1.6029243,-2.3892817,3.5276315,-3.2588325,4.7860274,-7.3033495,1.1851583,1.6843688,0
68,-191.07845,124.24776,-15.960616,33.30941,4.376306,25.069654,-13.925418,17.532894,-1.0895289,8.048584,5.056749,15.542685,11.343551,2.4424722,1.4350332,4.1459537,8.383549,0.7437704,9.706276,3.3290656,0
69,-153.10658,124.81227,-26.348814,54.545776,-15.163468,30.83581,-3.8237114,4.546635,-2.2412763,0.017137544,8.581923,1.529149,6.6761656,-1.8291948,12.105885,2.6873689,3.3862648,1.2781718,6.9096456,3.0128045,0
70,-159.0954,129.8108,-11.827129,56.094044,-13.549985,28.0911,-8.085493,14.000457,4.4791613,1.2238673,6.102254,4.346379,3.2798312,-2.9581974,6.485568,-3.8426635,3.7689366,-1.3085799,2.952872,-1.4652127,0
71,-156.00272,131.04382,-36.50962,35.782555,-21.988138,10.675971,-10.99211,4.7679186,-7.472727,-6.3172646,-3.0374231,-2.9492254,-0.25469837,-5.9179177,1.3481658,-4.081275,-2.5637882,-8.690329,-0.49090022,-6.479732,0
72,-183.4667,148.09476,-17.450531,42.448853,-13.041458,22.020227,-8.772636,9.412489,-2.7906413,-2.2253156,5.937674,-3.6259487,1.6888542,-3.4623015,2.2715197,-1.557946,1.7446686,-4.1811495,0.22694685,-3.4168463,0
73,-171.8971,130.29294,-25.80482,64.19732,-2.5633378,28.74541,-0.7099219,15.137248,7.0049267,4.981205,5.2546663,0.7191152,3.6331027,-2.649963,5.476895,-2.0493758,4.6445813,-0.72479457,2.243014,-2.506389,0
74,-156.79472,161.52036,-12.60333,34.04074,-2.279166,21.914845,0.41240543,4.3168616,5.254164,0.24273299,1.724611,1.2462237,3.6422539,-0.14557026,5.3476295,-1.0206407,0.396978,-0.051188998,1.33722,-2.3776343,0
75,-116.65309,158.31593,-42.72513,45.21063,-15.116967,25.545969,-6.6763,8.833923,1.4759953,1.4011487,6.281936,1.3054204,2.2376988,-1.1717818,5.4516263,-3.5815752,4.7321143,-3.3893394,0.5387901,-0.9486945,0
76,-146.22476,124.67922,-24.543917,59.72649,-16.298838,34.09384,-5.778015,12.021063,3.1062584,6.6891575,1.3615828,1.2050065,8.803187,-3.236722,7.406443,-1.5424924,3.4591434,-2.6691709,6.496539,1.100912,0
77,-173.49933,142.07304,-13.977511,47.9167,-9.223185,15.464677,-1.1214751,5.0854816,3.739904,4.874271,6.7141137,0.97573537,2.247842,1.9122401,6.214655,-1.464968,4.9512796,0.91341937,1.1113424,-2.8365214,0
78,-149.99643,117.89939,-38.103577,61.76756,-21.654024,28.707796,-14.185931,17.83092,-1.2890582,8.511346,-1.1927017,1.3829144,5.854393,-3.555316,11.200518,-4.126657,7.5474777,-0.9351862,7.076747,-3.3807273,0
79,-210.09303,147.02847,-6.077578,48.36714,-12.2007,29.07475,-7.2301726,12.431622,0.8151214,2.2962694,1.1570805,3.7020457,3.1701174,-5.5115767,4.683487,-8.362057,-0.47048438,-3.2935991,1.8835773,-3.1608949,0
80,-147.35612,149.33394,-30.50041,35.329304,-8.908537,22.891779,-7.2432504,13.654378,4.3180723,4.9906645,9.40173,-3.3963265,3.2340746,-2.736734,0.6504794,1.3338097,3.900943,-2.088611,3.5546377,0.2530885,0
81,-137.94856,136.95042,-14.564079,47.419624,-12.592792,35.55612,-13.443177,8.652315,0.6888122,4.259785,4.346319,1.0691683,5.340087,-5.9707184,6.351136,-3.1717691,2.6459777,-0.5897309,8.867068,-0.5098538,0
82,-90.37853,120.08659,-42.6273,52.533752,-23.905226,36.93331,-14.357587,18.113651,-1.4038957,11.284126,3.372379,4.645387,6.928415,-4.160132,8.098496,-5.806086,5.8606763,-5.5641904,3.2408717,-5.6636724,0
83,-118.20029,144.1106,-37.63285,56.20102,-16.567493,34.185402,-3.3281174,11.466632,4.446517,5.6257367,5.3570724,-2.1973279,5.42307,-4.5804296,4.819617,-3.916944,2.8130107,-2.2408085,3.0773304,-1.0629485,0
84,-154.59454,156.39359,-36.637386,31.48077,-8.760305,14.863126,-7.2420173,7.7676873,0.8428413,-1.6586282,2.4965005,-2.4075925,0.98547614,-4.516739,2.413536,-0.014817056,2.629949,-0.0053703533,4.736656,1.8142959,0
85,-162.00179,132.93225,0.29111522,53.68926,-7.0794044,34.318993,-5.4464536,9.864477,-4.0374594,3.889893,5.833866,0.25863978,2.1813602,-0.4149096,13.651886,-1.6636249,2.4822373,-2.2845178,5.6585665,-0.19852917,0
86,-220.77084,119.52478,3.7006218,41.489513,-10.349943,22.22925,-14.4948845,4.264721,-8.000454,-4.2813473,-0.9398798,-4.025469,3.8710678,-1.5555301,3.130316,1.6677891,12.287468,6.6853127,7.731856,0.7022993,0
87,-127.74239,134.37962,-16.818691,58.767395,-9.347733,36.887066,-5.613103,7.632873,2.1772442,1.2276438,2.1903687,-0.5954599,0.84705114,-3.4506514,8.649452,-1.5398697,4.252951,-2.145439,6.4119854,1.2348597,0
88,-190.63689,148.91924,-4.6086125,31.807188,-7.220582,20.090572,-6.8159556,3.1967683,6.7550178,-3.2097623,1.6791477,2.552292,-0.6802827,-4.086485,6.3253603,-1.4644396,-3.8171532,0.121794134,2.792254,-5.7868357,0
89,-141.07909,137.36249,-43.064064,53.460625,-21.25227,30.693739,-8.618558,5.492338,3.14092,1.6174432,3.24583,-2.3933902,7.0116935,-2.621442,6.9322357,-1.4612722,4.8685603,0.6964273,4.3923163,0.58004576,0
90,-172.89897,149.66681,-23.863346,35.890514,-12.296514,20.534286,-12.356959,7.6070094,0.17447971,2.9405532,5.3098063,-1.1435853,4.442626,-2.4076982,2.492662,-2.1905618,3.7635605,-1.7698091,3.6108863,-0.8325303,0
91,-235.76173,125.887726,-9.87621,36.457993,-0.05900296,23.461124,-4.222282,10.14009,9.680403,6.4327574,10.818558,12.64669,14.116588,6.25534,9.153906,1.9635506,7.4992037,3.1011636,4.2154326,3.4376352,0
92,-151.48155,140.57378,-29.395338,39.542652,-18.674232,27.417067,-12.092689,18.169466,10.809143,6.537818,8.367466,6.393572,10.32202,2.6491313,9.046329,1.2640245,8.376669,-1.5620446,7.8129225,2.3143952,0
93,-223.21577,106.97962,-13.60341,43.50497,-9.739528,28.838062,-8.994371,11.432514,4.5135903,3.5492733,2.337324,-0.63463557,4.057147,-1.2404493,4.127594,-0.7711151,4.462065,-0.40850034,5.5953345,-2.445403,0
94,-164.12567,127.975975,-21.586079,42.8225,-13.952407,19.072762,-9.060394,7.4813237,4.1769085,-2.489258,4.4239707,-3.076243,2.0573676,-2.8775961,3.207941,1.3856559,3.1245792,3.8250558,1.9299499,-4.3815556,0
95,-123.47085,110.47886,-47.132393,49.801857,-26.049805,42.302326,-7.673458,13.621599,3.3570738,3.9367595,5.6749864,2.853098,6.4190226,2.7184784,11.565278,4.710913,4.4546547,-3.5680132,5.986955,-2.2326114,0
96,-156.95299,139.85428,-29.744625,53.58674,-10.347979,31.022118,7.885847,17.375998,-5.5657744,2.3667076,8.401236,0.42231086,12.322015,-4.8902793,9.040956,1.2922748,6.009025,-4.3508673,0.92616457,4.3717413,0
97,-175.79665,131.17036,5.051866,52.21991,-18.015863,21.289776,-4.8065276,9.347242,2.4173431,3.7768567,2.2513943,1.6243304,10.878787,-4.846047,7.5918016,0.5831589,1.6280545,-0.013253323,7.184662,4.5882907,0
98,-183.18295,120.09624,-16.82732,45.90982,-18.397894,24.967772,-10.917775,16.70599,-6.1816454,4.9690394,5.9414463,1.4171417,3.2610977,-3.2460537,8.254268,-4.0045786,3.1911583,-4.509271,4.9288683,-1.1830422,0
99,-113.31503,129.74449,-38.485718,62.102676,-15.998913,23.742302,-2.5268168,9.791742,3.6604047,5.6980515,2.8891637,3.0228062,5.532669,-1.8605764,9.654249,-1.4507555,4.440663,-0.25906116,4.3501134,-4.299681,0
100,-144.83524,144.74217,-27.859291,40.03883,-22.47487,25.829344,-12.752777,14.110418,-0.8259743,-1.0275425,7.579275,-3.0856175,2.1148775,-0.30052322,6.645353,-4.43082,7.9619355,-0.47962388,5.0449123,1.9445015,0
101,-128.75266,147.27483,-41.15387,57.98688,1.2581136,26.20193,-3.1794057,3.7633212,4.7916245,-3.117965,-3.0400915,-3.4603841,1.886407,-2.2936406,2.6532447,-3.181072,-0.51057947,-4.3154187,1.4001614,-3.565119,0
102,-131.40297,115.26445,-25.552559,45.203514,-25.606789,30.613838,-10.87566,16.340971,-1.4567773,9.7368765,5.748682,3.958917,9.802391,-5.6160564,10.555277,-1.532326,6.026091,-2.7891245,6.5550113,-1.6430224,0
103,-165.61215,140.88739,-34.983826,26.166742,-8.173564,20.355633,-7.681317,2.2748175,-3.2931898,1.8580638,-0.15780967,-6.173592,5.0188994,-2.6869266,1.6115766,0.03387393,0.73645926,-4.027633,3.4561505,-4.5097985,0
104,-182.03398,158.51144,-17.708408,41.988068,4.0991096,25.757116,4.245696,1.167959,9.836783,1.626611,6.820266,7.4279337,9.106716,1.905256,10.343593,6.70793,0.6360248,5.121474,5.84148,-0.37970814,0
105,-238.47029,140.5395,0.93629646,40.253193,-2.9119203,17.369406,0.60780704,2.583508,8.688418,1.2671405,7.893424,2.399462,5.8072643,6.7400236,5.1058006,1.093999,1.8225514,3.6568203,2.5589073,-0.2702556,0
106,-195.45938,125.31044,-4.463476,47.246674,1.1310095,22.989996,-9.37583,0.10127652,-3.8576102,2.31835,-0.6044816,-0.99142236,3.7302978,-5.294373,-0.45281205,-1.8308659,3.8324738,-6.437749,2.1049287,0.33099487,0
107,-174.65527,141.70532,-10.159924,45.1396,-9.93498,28.704733,2.2554214,-0.20679502,5.68125,10.361155,2.202142,2.1525273,9.506762,0.5960061,9.895659,2.4536245,3.5668643,0.20490828,1.1199417,-1.3033428,0
108,-185.4635,144.59543,-23.534204,36.41387,-20.822367,22.72034,-1.8448511,11.679098,2.6043973,8.730053,9.806917,-2.0249155,5.2049813,3.7480135,10.671686,1.9446677,5.471302,2.2790053,7.052575,-1.3832527,0
109,-202.14615,104.01449,-26.157856,25.962713,-10.734691,26.439228,-10.787123,10.885852,-0.10243822,7.2981257,-0.94763434,4.2622128,4.835589,-2.6845071,13.414601,-0.7749956,5.935666,2.9948719,5.291434,-4.3238254,0
110,-148.75464,106.00951,-46.098827,40.654423,-27.329762,25.539469,-14.556829,16.588703,-5.976388,1.3025856,-1.049206,0.8118947,3.183969,-0.89802533,8.913034,-3.233315,6.9516106,-7.0518928,2.3321705,-5.5035443,0
111,-245.6794,151.57707,4.3471346,22.811094,-0.0219432,11.090039,-4.2694435,4.2661586,-3.6789067,-2.4305584,0.5741882,-5.756989,-6.179886,-7.0072837,-0.78510916,-5.932308,-2.1877425,-0.06816961,2.1624885,0.87334496,0
112,-187.88297,142.80977,-2.883604,35.528725,-6.030402,24.448,-5.249239,15.87915,2.314489,2.055309,9.620592,1.0898925,3.3369825,2.5025387,5.773224,1.5544498,6.5789447,-0.38784593,2.933243,0.5400065,0
