song_id,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,label
236,-170.23273,135.63213,-11.992933,43.85743,-15.428311,15.197691,-5.988675,22.172487,-0.67862844,3.7018428,9.452226,4.214265,4.1158223,1.2045563,15.850448,3.8028967,2.4663584,-1.0689715,9.814738,-0.5112404,0
237,-138.35495,131.68422,-31.512981,38.466515,-15.850287,28.911224,-10.929527,11.885888,-0.68834317,3.5808687,0.6633067,2.2428515,8.418729,-3.959167,3.0457776,-4.866173,4.8073497,-4.185098,3.3898547,-2.7159684,0
238,-149.15343,112.71031,-34.03009,40.19837,-6.2473845,18.791416,-12.711503,19.449266,-3.8830106,1.8988718,5.9460974,-1.2495195,1.4069364,-0.13532959,0.15292865,-0.24473923,3.2579503,-2.2085106,3.6334093,0.11641885,0
239,-186.33205,151.61165,-2.9170141,45.961544,-8.888889,20.7032,8.389993,2.4565926,2.782716,6.6252084,-4.8303213,-3.4149008,5.6909885,-0.059465785,1.615844,-5.7133226,-0.78743863,-0.5865777,2.4190679,-0.30101117,0
240,-158.09232,141.06326,-22.933031,48.240696,0.018729031,18.445074,4.2709594,11.588693,5.159029,3.9546094,4.9019156,1.8062726,4.7660265,1.045044,5.617605,1.58354,3.7096767,-0.27023017,3.8051882,0.88943094,0
241,-133.80319,128.08997,-26.998493,50.801315,-24.422485,33.700184,-16.978987,12.060036,0.4014582,2.098949,-8.225676,-1.2638772,8.801611,-4.4670544,7.0824947,-3.61355,6.5830975,-5.3639946,1.2752099,-4.5537963,0
242,-229.08266,149.94019,-13.75545,32.999603,-9.022739,17.926262,-8.40441,4.768203,1.1502373,0.46273497,7.467528,-5.140252,3.471739,-3.2840226,-1.0069326,-2.81293,3.2576063,-0.12639183,-1.3357027,1.7192191,0
243,-167.26564,125.17002,-13.854013,35.94091,-8.785319,25.27343,-19.43698,10.957851,-1.2621154,-3.223713,-1.7535356,3.7962732,3.8296058,-3.617727,7.2183084,-1.8880354,7.142031,-0.74742496,4.2039585,-4.0398407,0
244,-117.160805,115.22174,-39.246967,34.14583,-34.83419,27.691042,-23.400938,7.8169622,-6.2856207,11.358703,-4.5676084,2.2002,7.3795323,-2.8036742,6.0470934,-5.858337,6.974569,-10.630653,0.53439623,-4.809512,0
245,-149.58794,138.30688,-28.032719,32.50602,-15.415434,24.868574,-14.46053,16.895098,2.4561622,-1.9266318,9.640208,1.2069321,6.612254,-2.255684,5.986052,-0.5290395,5.3546495,2.5428874,1.6277193,-0.6435192,0
246,-158.2699,150.63928,-18.76229,32.39337,-3.5995896,29.906984,-4.8502183,1.9392256,-1.7906622,3.9828362,1.9326524,-1.224057,3.0370412,-3.4153628,3.4874072,-2.734449,0.2963674,-2.6624868,1.9213352,-4.802498,0
247,-163.8289,124.19722,-14.093616,46.694813,-11.120029,33.62832,-15.299807,10.749169,2.1195543,-0.42808065,1.9992993,3.5827973,7.3306274,-3.5953903,11.5542,0.28684598,6.469455,2.7456589,7.3266835,-0.597474,0
248,-129.34425,134.56839,-32.090366,48.8399,-19.244991,27.735569,-10.280009,14.47928,2.7307165,7.231731,3.1280997,2.3614967,5.276467,-1.2963603,7.5569625,-4.735218,6.995458,-3.0503306,5.130663,0.46721202,0
249,-154.81921,122.69358,-26.171198,51.719864,-11.500246,26.518148,-10.458198,11.503462,2.184321,11.664507,5.9678755,0.71043503,7.34489,-2.0350783,8.163663,1.3691641,10.592502,-0.23340598,4.733368,1.9325657,0
250,-140.67076,134.36392,-12.8153,48.617775,-16.94158,31.210209,-13.849324,11.8883295,-3.1429093,1.6327637,-0.6541108,-2.651535,-0.036906783,-4.8651967,7.8513103,-1.6883947,4.454621,-4.2676473,5.110548,-4.272801,0
251,-140.58543,146.0962,-29.703081,36.173306,-3.202261,35.357304,-8.342314,2.95814,5.6996417,3.245137,-4.3132105,-2.1045249,5.373018,-5.475647,0.20650128,-5.405225,1.1822811,-7.9809103,1.4809107,3.8230991,0
252,-170.364,147.00377,-12.055028,43.088493,-16.776854,25.049446,-3.6790793,10.736851,3.321382,-1.2909775,4.6394415,0.5320964,7.0243664,3.1376834,10.121106,3.5960786,6.479654,-1.0671828,4.9943438,3.531884,0
253,-129.36588,128.28473,-29.50682,44.686516,-6.405032,33.524822,-3.6902547,17.019106,-0.4761486,13.177687,4.2015915,5.299442,1.5272192,0.28958067,4.837868,1.0131966,6.1333528,0.61452407,6.918983,-1.2582686,0
254,-138.43997,144.8566,-11.646928,50.841537,-21.563496,33.386627,-10.084292,12.199721,4.8351183,1.1782452,3.3680696,4.541464,8.315233,-3.873759,11.65316,-2.952477,1.8004414,-0.6515097,1.485338,-3.893766,0
255,-187.16113,114.355034,-31.524626,25.82266,-16.832834,17.329992,-16.141666,13.209661,-2.1189203,3.810042,7.635612,2.207999,9.399737,4.7502737,6.426648,-1.6533478,2.8573031,-4.4472117,-0.19824119,-5.159898,0
256,-156.87012,118.6307,-25.900658,52.314503,-4.4665866,43.827774,-3.9138885,17.608019,-4.915412,-7.4100537,0.6558484,-4.3540626,-0.15990412,-3.1448681,3.7749631,-6.539897,0.39329612,-7.80201,2.3272793,-3.421372,0
257,-244.5078,131.45912,10.979874,49.16987,3.0730097,22.001543,8.876594,3.077003,9.802896,0.39781904,-3.36902,0.9618984,4.369986,-0.30933005,4.0940504,4.3678975,4.1644025,1.9538945,3.5907896,-0.7476561,0
258,-134.29166,138.32877,-29.317377,43.25715,-16.654099,23.97329,-10.467509,8.644935,-3.7915587,1.7745618,4.003617,-1.2001743,2.7159057,-0.50435656,5.842029,-2.633186,7.433546,-0.49430677,5.5566673,0.03474883,0
259,-142.4491,125.467384,-13.214226,42.805756,-29.998028,39.76517,-8.1263275,13.024979,-0.5743751,6.3022094,-0.20247652,-1.5449879,8.524165,2.4775412,10.27341,2.6590822,8.0124035,-4.482172,10.228548,1.0246326,0
260,-132.6422,123.15599,-26.064152,41.142254,-30.375652,33.510612,-10.086822,14.432932,2.5648072,15.640596,3.0177052,4.4982047,8.389788,-2.5133805,4.2698526,-8.421287,6.5934606,-8.079803,2.2693617,-1.0752196,0
261,-139.93687,137.8775,-41.44515,31.650322,-4.649289,19.984674,-14.712015,14.748582,-0.6137106,2.4330971,2.3189483,3.2203465,2.8687901,-2.7339394,6.549974,-3.2829103,4.3349776,-0.6655313,4.4754634,-3.3289003,0
262,-180.96117,132.8244,-5.6344466,40.534584,-19.522997,21.346558,-7.4773083,11.489318,6.155394,14.976128,8.528586,5.5425286,8.887025,2.1321688,9.273534,-0.57857114,6.974303,1.2798944,7.533101,2.6134462,0
263,-125.529434,130.39561,-17.854733,47.657375,-26.970194,38.51574,-12.782063,13.157288,0.6204127,4.3101635,4.61912,1.9233307,8.305845,-3.047175,8.192269,-2.1325266,6.423533,-0.33822405,6.3786106,-1.7555068,0
264,-152.99487,145.35332,-18.807333,54.373505,-3.5624094,36.49809,-11.240464,17.400322,6.471833,-0.16352734,10.951267,1.8734096,3.6659675,-0.9345932,7.6809006,3.4109113,11.064174,2.1114886,6.359534,3.5756314,0
265,-163.11356,123.09313,-28.569332,41.022766,-9.998999,25.975784,-6.1980834,18.034538,2.4204867,3.8143897,6.2764482,5.72583,10.051839,-2.0699918,3.7072628,-0.9428618,6.175551,1.0593498,6.8125,1.3958853,0
266,-142.81013,134.6128,-21.670872,35.800087,-24.621374,30.578993,-19.14928,13.100457,3.4404275,-1.0445495,-0.34029368,4.4512,7.743972,-8.007845,5.5221806,-5.224195,2.0647178,-2.5192802,3.8346846,-4.794703,0
267,-152.99821,151.4393,-5.51022,46.14474,-22.744818,30.00621,-16.299406,8.699433,-3.1670458,-5.1612535,-2.085185,-4.666447,1.8049059,-7.3880696,2.5169556,-5.809537,2.9833262,-3.7749825,2.5208275,-1.7770244,0
268,-116.61361,151.42598,-57.142433,44.151894,-9.281034,29.783836,-4.7062516,9.222332,6.2435794,3.625403,11.912934,-3.5932539,9.2893,-0.9259829,10.404891,1.3428668,6.5652814,7.0222187,5.6465335,8.21355,0
269,-141.12611,120.26852,-28.763794,47.895428,-32.138206,29.471115,-16.862238,14.274056,-7.052418,10.132248,-1.028622,-1.254055,9.128696,-5.12284,9.483606,-3.3546607,4.5125046,-3.3361328,6.4175673,-3.71714,0
270,-195.78151,121.294106,-13.085271,45.639057,-6.0925436,34.79519,-0.47783077,12.9387665,5.941127,9.097452,10.649571,5.1258397,9.400673,-0.25528002,9.351254,1.7636424,5.8925624,-0.07022622,3.563843,1.5249605,0
271,-154.32779,123.691315,-19.612858,52.977177,-16.717916,26.11581,-0.9721347,10.343967,4.17095,7.0280547,3.6179168,-1.1108489,5.396437,1.4142623,6.3049974,-0.32946646,5.955162,-1.4211217,7.0795903,-0.5368268,0
272,-182.56195,131.49695,-9.466734,56.111202,-17.729137,28.290596,-1.1930653,5.5462656,5.9437737,9.011231,4.9108157,1.1758213,12.236574,0.65768546,9.904328,3.654014,4.918713,1.8895873,6.3541565,2.2988799,0
273,-220.12297,155.41142,0.16117796,21.260946,-1.2409078,19.026754,-7.760861,7.7203555,4.296993,-4.900875,6.03377,-1.1990545,3.717142,-0.91461104,6.1199965,1.653512,2.112035,4.1147532,0.5907168,-0.05884872,0
274,-172.94498,155.42967,-20.72218,38.89647,0.66584045,18.74177,-4.494021,11.684426,4.3198676,-1.812601,8.937497,0.94589335,2.9014642,2.8485637,4.4376745,0.72766995,3.8672175,1.1135662,2.365063,-0.07868404,0
275,-172.5664,150.67462,9.584454,39.432407,-3.4381192,28.613855,-3.0331686,5.9602227,7.1151996,5.5917172,4.5495305,3.432592,7.4153466,-4.0598063,4.1917887,0.6034294,2.9639447,0.081878714,1.6205703,0.4437421,0
276,-203.5888,138.43837,-21.189434,15.1213,-13.337845,15.143744,-6.3914266,-2.8079486,-3.727641,0.35220754,0.70418936,-2.328875,-0.26690456,-2.6026103,1.0467236,-2.9877632,3.325844,0.828986,5.490089,1.5382974,0
277,-150.12048,126.513535,-30.116783,47.80465,-10.302228,26.258146,-13.787671,7.184125,-2.7225876,1.4125785,-0.14786553,-3.8050773,3.046467,-6.284115,2.6463125,-4.2199454,0.68485636,-5.5761714,0.6726191,-4.0686774,0
278,-124.108665,148.87233,-39.418255,39.01872,-16.880669,31.593248,-11.202798,5.3304844,1.480724,0.06695892,0.20044912,-1.3313329,6.776422,0.60909176,6.496072,-1.3629824,4.806228,-2.8703666,2.56668,-2.1271567,0
279,-185.35619,125.75233,-20.979073,42.17115,-16.983221,24.70025,-1.0543786,11.479035,6.507444,5.147489,6.4224505,7.705164,15.128554,0.55995184,7.217155,-0.6599746,3.379881,-0.93998533,0.3380353,-2.1953323,0
280,-216.93135,121.77571,-13.5607,34.90704,-13.36775,17.381115,-6.769603,-1.9579152,1.2713654,4.064927,-0.41481352,-1.2865179,3.2633321,-2.543355,3.3604128,-4.121512,1.4674722,0.3934124,4.162772,2.206287,0
281,-137.46523,139.75655,-18.680075,42.900894,-21.808514,30.854153,-15.285565,10.035086,-3.8677137,1.3137103,-0.14093103,-5.172169,1.9693503,-3.2115946,4.8153863,-6.3187604,5.080695,-3.6105995,2.0439548,-5.1138377,0
282,-136.42358,129.15189,-16.486984,60.50748,-4.2481394,41.71332,-14.210651,15.180225,5.9838843,6.772946,2.255473,3.5939364,0.8256927,0.80463296,5.7835755,2.1103473,3.1052828,-0.680932,7.831246,-3.3122163,0
283,-176.57394,155.46819,-12.878376,39.373028,-12.186688,12.033357,-10.1541605,0.089594245,-2.413874,-1.3317224,-2.8674302,-6.265547,0.22548074,-6.934597,0.56229556,-3.3965333,-3.0863166,-4.219965,-2.3750126,-8.1868105,0
284,-169.20721,123.40379,-48.04496,32.104824,-23.353344,16.057869,-13.7633505,-4.652511,-3.7726176,-10.328532,6.328943,-11.035612,1.2757579,-10.14856,-1.8289206,-3.4619455,-6.8351483,-1.4076787,-4.076234,3.3458378,0
285,-197.87009,151.19998,-9.175235,33.589165,-7.2034507,22.990524,-8.015834,-0.3018433,1.6286982,-5.750639,-3.4444778,-5.985717,-1.8801205,-7.0136957,4.9671717,-2.2572422,-3.9736876,0.1797118,3.6195152,-4.0705237,0
286,-203.03146,146.7664,13.587506,43.335358,-8.522484,20.281063,-7.2591653,13.537966,1.17655,0.1785041,-1.5185062,-5.6825247,4.4327364,-6.6464705,4.5214715,3.1910145,-1.2890525,-1.6655494,10.534979,-2.2627456,0
287,-114.47014,98.18007,-31.73579,50.725594,-19.879494,36.44521,-11.00872,16.0947,-4.5717516,15.679641,-1.8384397,9.129549,6.8894324,3.810707,6.9937153,-1.0235652,7.669526,-0.9870835,6.4345574,-2.317134,0
288,-111.522896,153.70609,-32.4942,39.57937,-21.171545,32.22688,-10.7584715,10.851517,6.3679204,-5.190714,5.3593717,-3.186395,2.0776932,0.91302377,3.836487,1.4855461,4.9750147,-2.4092534,5.949204,0.8051646,0
289,-124.863945,135.9731,-49.552933,50.157948,-20.722458,23.996792,-2.2473764,1.9622505,1.9426868,2.4194374,1.3599375,-0.63568884,2.9851518,-0.042229157,0.4392691,1.7023318,2.8273826,-3.2424235,7.5622067,-3.4046338,0
290,-186.04453,130.9759,9.1825695,59.0645,-23.200918,24.271408,-6.8259034,7.513633,-0.044793766,9.977753,8.748041,9.462556,15.719739,4.95795,11.85381,4.9765863,11.006124,3.692708,11.305723,2.4660547,0
291,-122.635895,129.6106,-21.751959,41.751743,-17.292274,38.96173,-16.515957,21.464725,-5.0878873,3.4458778,1.2923965,0.5879458,6.0764465,-4.478731,4.305989,-7.5882835,4.649205,-5.988497,5.368248,-3.5832832,0
292,-137.19452,125.35247,-30.293407,36.076794,-13.02093,32.05103,-7.4203043,11.250229,4.5719457,6.738049,3.1177883,4.051551,9.597688,1.899165,12.774647,2.2341163,6.9551425,-0.43235487,5.6582785,-0.34801674,0
293,-167.08,134.83748,-35.03828,31.934776,-21.502716,20.113407,-9.577336,2.7899678,-5.5257177,-2.3165946,-0.5943029,-2.6790242,6.318346,-2.4708035,1.378411,-5.4340496,0.7493811,-5.561343,2.3924413,0.37087488,0
294,-201.7046,143.02351,-3.0492942,31.47513,-4.973,27.807068,-4.271434,1.8610072,8.448137,3.5934339,-3.5833914,-2.1948352,9.126469,-0.8356799,4.006393,6.3322434,4.3761554,1.3082507,9.000823,3.0721939,0
295,-123.052605,136.48508,-12.745559,46.77768,-5.1638994,28.173845,-14.43604,25.093317,-10.13899,9.046499,4.635181,7.207973,0.8016939,3.7700925,3.4803555,-2.261616,2.9854155,-3.4474363,3.3027298,-1.4084284,0
296,-195.04527,114.4863,-0.84191096,59.641136,-6.4243646,35.463726,-10.572133,17.061502,-1.2087221,8.104681,-2.4127567,1.1204032,4.4528074,-5.9068375,4.5640445,-3.4164608,4.823241,-4.087518,5.9396763,-3.515,0
297,-140.7382,151.38234,-19.428442,30.947056,-26.133488,25.739681,2.5825539,13.473179,-0.21825747,-0.94677675,1.826781,5.1469254,11.007226,-1.1288481,4.384619,-1.9847661,5.112234,-0.35710475,4.551495,0.051588316,0
298,-218.73688,128.8046,8.070281,50.11892,-6.687788,26.790339,-2.3293815,12.59018,8.408576,3.4799755,0.36383507,3.848305,9.743022,-1.6074353,5.167639,-1.450879,3.6775458,0.4360517,6.6288834,2.7602859,0
299,-137.40582,123.059975,-32.429905,49.712597,-14.635072,33.42349,-11.149912,13.12586,-4.028006,6.809184,1.95649,0.8816546,5.0546403,-0.61304665,5.989038,-4.0944266,7.3261123,-5.045817,3.700328,-4.4369574,0
300,-183.48988,121.765434,-31.041887,28.070051,-12.552594,27.473269,-6.8486247,3.971439,-1.4607766,4.921891,1.0173922,2.5003464,7.9629946,-2.0877397,10.148404,2.0262582,3.1638098,0.3672155,7.392428,-2.5275216,0
301,-213.77153,140.56218,-15.353474,30.443602,-11.576664,21.032557,-0.7330076,9.783062,2.7575235,1.4055514,-0.13552722,-0.55565345,-1.2884965,-4.294107,3.4813654,-1.6804984,1.6665639,-2.9188106,6.287488,-0.9618139,0
302,-147.63676,127.16779,-24.692488,57.235725,-12.105323,35.887966,-11.74473,11.673163,-2.823696,7.634754,5.629967,-0.9249006,5.4797325,-2.225925,4.6925583,-2.4217308,8.279102,-1.1047328,7.1326146,-1.6508325,0
303,-159.50397,127.78976,-25.149645,39.99708,-28.755224,25.59431,-17.355265,-2.9024549,-3.6790893,0.7057384,-4.280443,-4.708337,0.9505731,-9.671106,0.9562046,-3.0000002,4.18036,-3.0015635,5.0312047,0.5755981,0
304,-184.86746,126.38442,-18.43129,41.1026,-14.107445,28.215351,-1.6240336,6.7089787,-0.74937415,4.840288,4.0637956,2.8520904,6.0907197,-1.9804163,2.9286451,-3.3604975,2.3658571,-1.6869667,5.65793,1.739433,0
305,-146.97513,148.13776,-8.690951,52.228764,-7.464212,38.21272,-11.463038,15.301953,0.64090234,10.016252,5.2856975,6.39308,6.554543,-2.551686,9.539617,-2.8059764,8.2459545,-1.6716663,5.3976645,-4.062807,0
306,-151.56076,139.69777,-20.920412,68.71462,-4.462253,25.528437,2.931553,8.728493,2.6635501,1.1070985,6.698418,-0.011005073,0.994734,-4.2545614,0.56406164,1.9460417,3.3589249,-1.8167,4.341542,-0.74806386,0
307,-196.37517,147.67885,-10.184538,43.587456,-3.2656918,24.89026,11.03642,10.398588,5.916397,7.444485,8.179556,5.6685543,13.7689905,5.5762963,7.9393644,4.422037,5.83585,6.291396,7.860066,2.9528403,0
308,-221.96394,122.35188,6.7746873,34.942406,-14.782436,25.558462,-1.6950157,3.9562035,-0.061544545,3.577532,-2.710732,-0.12067583,11.697942,-5.0530214,1.8411244,-2.809169,9.072443,0.2402346,-2.0414753,0.76094997,0
309,-207.94104,130.8499,-24.858702,44.220745,-6.460753,22.003315,3.1752632,7.126172,6.2369094,6.3330197,6.2139525,2.5887554,6.207193,-0.35211593,10.548266,4.8160048,5.5009646,5.178817,8.683694,2.8746388,0
310,-194.40228,136.70168,-42.47219,34.167088,4.2247276,19.276253,8.572237,-3.0385673,6.9301863,-3.9484649,6.717203,5.7437797,4.905991,6.580509,4.522385,4.6868663,2.0524716,2.720179,7.75619,5.961652,0
311,-102.475464,135.42566,-41.74424,51.89178,-19.75322,30.466675,-11.0177555,13.604744,-0.43866456,6.032178,4.609677,-1.3597958,4.0036607,-0.28727236,5.2347813,-4.6372037,7.7019787,-4.0018983,6.432203,0.30958673,0
312,-218.22372,144.15923,0.33004734,45.154102,-5.027007,24.367262,-5.985548,0.71687037,0.5437602,-6.486439,-7.4596677,-7.3103547,-3.05026,-6.382648,0.6986499,-2.8052459,0.1544779,0.6122933,7.596104,1.8449725,0
313,-155.88243,130.58249,-43.9875,41.914368,-9.451124,25.407518,-8.73855,12.099683,3.3849342,-0.54227674,11.009008,5.3270564,5.2701135,1.5639527,9.048665,0.07079637,5.139281,-0.6840477,3.780936,0.32420015,0
314,-159.14583,110.24722,-15.350253,29.494827,-12.007463,39.008224,-13.746738,9.569579,-5.144428,2.8255172,-4.198195,2.4807155,5.810715,2.9876115,10.6036415,2.410027,5.1489778,1.0063659,6.211263,-4.675074,0
315,-149.04472,140.8757,-6.05075,50.335835,-14.311548,22.764624,-10.26789,14.945308,2.8161557,7.924952,0.9873038,-2.826421,6.4015784,0.966684,5.94029,-0.9293735,9.453337,-5.6914663,4.9821653,-2.5515203,0
316,-200.80893,108.96191,-1.1805329,63.078278,-16.12764,39.006348,-17.416,10.941483,-13.65609,4.2006664,1.5909059,0.98276335,3.6250737,-4.737925,7.98399,1.3742614,7.717896,-7.302702,8.526115,-1.7161871,0
317,-145.41943,118.49819,0.3811958,62.360588,-15.208963,32.48578,-15.465335,16.397043,-4.581908,6.114828,3.3728647,1.2037659,4.5240617,-1.4292383,7.639829,-1.8591691,7.902866,-3.3071334,4.6191387,-3.6684792,0
318,-172.83856,92.96524,-57.077892,20.060501,-41.27766,2.7466795,-21.90127,-1.8910662,-6.6600537,-5.5186424,-1.9782807,-6.4712453,-3.1802728,-5.60366,0.5901212,-5.999885,4.5220156,-0.4145824,5.955104,2.0608494,0
319,-192.14796,163.2454,-38.20387,35.2112,9.086557,19.951727,3.7558792,1.4091806,20.946627,-3.3977702,4.1507936,3.5759149,3.7276943,1.6132625,1.940482,8.930805,-1.2391759,1.8942915,1.8037397,-3.271567,0
320,-236.09085,116.807945,-3.5391545,39.077614,-3.759945,5.743728,-3.3023,5.702009,2.2157786,-2.1833794,1.7457548,6.3243775,0.5142367,-4.4383335,5.6752315,-4.456683,-0.0033093016,1.8290956,0.47905335,0.7552497,0
321,-187.94626,128.1603,-16.704958,35.146564,-7.1235466,35.50843,-5.01631,13.4441185,-3.4822645,5.4831095,-0.67842275,3.010205,6.8541064,-2.360553,7.2750278,-3.201717,1.6215141,-5.5799637,8.176085,-1.2933819,0
322,-185.8196,136.2107,-23.099777,29.869993,-11.967451,27.245804,2.2186432,3.2657096,2.772548,7.8192964,-1.4197359,-6.6017404,2.6878278,-1.6278223,5.124788,-0.031981032,0.9426745,-3.670231,2.4846885,-3.7574134,0
323,-94.993744,139.46713,-54.149445,45.688755,-26.504772,30.365833,-18.846914,9.174297,-0.73483306,6.3502626,1.6116356,2.8795464,5.983837,-4.3887815,9.995656,-4.9212127,4.3778353,-3.6946194,5.0257773,-4.5319505,0
324,-116.79278,124.8919,-51.3275,47.67074,-20.430166,34.226597,-11.718937,9.721903,2.4188437,7.3109274,0.59974533,1.8715632,8.666749,-2.197955,7.1548505,-3.6990368,7.8503275,-2.2522662,5.623806,-1.2023731,0
325,-273.3725,121.784454,8.696079,28.82889,5.2960777,11.482041,2.984753,1.5987216,3.4784777,2.7937028,1.5418757,0.9351226,2.3076534,0.8649303,1.999869,-0.39848167,2.5154119,1.795717,1.5177003,1.0510869,0
326,-190.39244,141.46503,-43.77841,24.080397,-0.5744989,16.590263,-6.809862,2.692091,3.059345,-1.3351297,-1.8126875,-2.1670706,-0.81029147,-2.5972414,4.285573,1.8390187,2.3414423,-1.8362254,4.9504714,0.15825726,0
327,-158.384,144.64868,-30.10329,32.766865,-15.549813,22.911537,-13.310964,6.746557,-3.359117,1.932627,0.31487286,1.5996659,6.3586226,-3.9917588,6.342,-1.6608691,4.0629,-2.2665477,3.9322715,-2.9878836,0
328,-149.05075,122.05566,-34.823788,39.744083,-19.070606,24.893164,-8.294541,10.089848,-2.6499481,4.5511994,2.7403474,0.14087494,6.7997713,0.92736685,9.554033,-1.0869502,6.0703073,1.5506811,8.069328,2.2241685,0
329,-235.88574,107.26053,-19.768549,38.328186,4.6438417,18.65685,-3.9046633,-0.034787305,10.843596,2.6636808,2.0222633,11.56528,6.736933,-0.10658218,13.074327,6.6233816,9.277163,7.434228,6.281586,6.692451,0
330,-197.39209,134.38477,-19.544521,32.691597,-7.4910235,21.532347,-7.9556017,7.4427505,5.292719,2.930102,3.3480012,6.009118,6.443716,-1.1716949,7.377575,0.59836864,2.9918487,-0.9389934,5.6691637,0.74843854,0
331,-238.4522,140.57837,12.390882,28.75181,0.66853255,15.922263,2.8558292,9.224132,5.6968164,4.004727,2.0873616,4.916983,4.7259536,2.1253283,5.1409874,2.337997,4.105499,2.0361571,2.074229,-0.69358206,0
332,-169.23892,144.4801,2.251023,45.973316,-26.42017,34.383404,-0.621928,5.0169897,4.085534,9.383725,3.9028144,-6.4000955,9.882766,-0.9484435,1.0504767,1.5159012,6.266916,-2.338319,6.231123,3.8653824,0
333,-226.08057,123.638596,-22.225908,33.777824,-13.342855,17.6507,-24.965593,9.613912,-0.20387177,-1.0825225,6.0307207,2.1900876,3.5470788,-1.2102036,2.771047,-5.2806582,2.1056492,-2.95886,1.816376,-2.948069,0
334,-207.0514,116.5779,6.0720434,42.454765,-14.388715,31.680536,-6.4099298,6.266281,-2.4144442,8.589877,-1.4969491,-3.3014843,0.9614463,-4.927976,8.006764,-2.879999,5.0961576,-2.4728584,6.1318483,-1.6232373,0
335,-234.27971,112.10403,-7.764659,43.37228,-4.375169,30.354998,-4.9035263,14.121087,5.502847,7.27018,2.0287333,-2.932407,9.905359,0.97850484,7.9805846,0.38446528,6.848973,2.4024558,4.452228,0.53607273,0
336,-145.32954,140.95248,-19.565865,47.58573,-17.63064,24.031923,-5.8657837,14.932223,1.5210396,6.81987,3.874451,-1.2807487,5.04241,1.0220007,7.572982,-1.2281318,6.666597,-1.1567693,7.1891146,-0.9711086,0
337,-153.25432,131.2206,-19.493608,44.55539,-22.012915,21.371817,-11.705291,18.501593,2.3226542,7.509909,3.918723,3.2100718,5.1288576,-3.293344,9.462065,0.06663844,12.196879,3.6544292,7.6879535,3.102334,0
338,-194.69998,138.05984,-6.66711,35.888626,4.9427705,28.78225,-6.292059,10.998615,-4.3566723,-0.27207682,4.1163735,-0.0038228666,5.924284,-1.1770934,3.7621584,-0.66519237,3.9159203,-0.52289927,4.216041,0.3687967,0
339,-155.24713,138.62787,-33.52426,57.127007,-14.19142,35.40559,-12.720381,8.401971,-1.3853462,-0.8116991,0.8309707,1.6105629,-0.45750895,-8.68629,9.175019,-2.670087,1.9462626,-7.534901,6.3364544,0.3079868,0
340,-146.76727,119.64239,-12.69447,47.166073,-28.6839,37.1077,-6.854142,7.7167244,7.3137927,4.0352697,-0.6676924,-6.617328,10.811693,3.1538196,3.5642104,0.45536834,4.5823917,-1.0558656,8.07901,-4.0994806,0
341,-202.78824,129.58829,-9.23028,32.742813,-13.175646,19.677132,-5.253464,4.208469,-1.5585927,1.3327817,3.2255971,2.433695,4.071364,-1.6298465,5.0428066,-0.92449,3.6508,-0.9372911,3.347867,0.051006082,0
342,-177.9531,122.45874,-19.630552,47.633785,-6.9985385,25.816612,1.930184,16.27549,10.265976,11.951598,7.5547347,4.845148,9.932815,0.5925997,5.660681,1.9914782,6.2052603,1.5849204,5.230806,0.8463749,0
343,-115.65029,134.02425,-15.762807,48.263912,-21.835836,31.330355,-17.938635,10.772468,-4.5586715,9.468805,3.057885,5.9468822,11.81348,0.7594542,12.547102,-0.9794313,8.970413,-1.5632373,8.2297325,-0.4584576,0
344,-153.90688,144.19012,-18.96096,50.305622,-6.807279,25.191494,-0.78981817,8.210591,3.613653,2.5641327,3.596786,-1.0194523,1.7746395,-3.0857804,1.224054,0.48948047,1.8099519,-4.987347,2.7963068,-3.496653,1
345,-112.85306,151.54646,-31.415154,62.28594,-8.324761,35.654713,-12.88188,9.627115,1.3610928,8.179936,0.7383975,-2.8844097,8.453692,-6.2935686,1.8549787,-2.442026,3.7539983,-4.968766,1.4173764,-2.9799645,1
346,-202.1228,162.64009,-14.509335,39.151836,-1.2246164,25.586912,-1.4013901,3.4059565,6.172441,-3.5508823,6.1599965,-2.189549,4.168967,-0.92861205,4.324175,1.1514884,-0.42950165,1.4880084,0.6984751,0.8545854,1
347,-192.98419,166.12413,-39.679565,58.186005,-13.20688,29.264286,-9.025092,10.333185,-0.13828832,-5.197069,9.112149,-14.618415,7.912661,-10.182651,5.473015,-1.9954678,-3.0246856,2.6300669,-3.8369079,2.8760629,1
348,-129.02785,145.7788,-23.799286,50.114914,-14.435056,24.859755,-12.295935,8.113634,-0.91076016,-1.8914495,4.6933074,-3.0582623,0.63676137,-3.4035242,1.2240793,-5.939078,2.6162384,-2.4085603,1.9101486,-2.1370962,1
349,-159.54678,173.20557,-12.346513,36.568924,-0.9808923,23.065542,-10.883263,8.443612,4.3149557,-0.104897805,0.65699583,0.96425825,2.5520647,-3.558351,5.2305613,-2.6734333,2.3892825,-1.7003391,1.9933121,-1.1255598,1
350,-160.98965,172.61299,-27.68847,32.432053,3.821442,22.476645,-9.1169815,2.5484688,-2.079777,-1.33772,1.1023161,0.9556225,1.265037,-3.8120453,3.989394,-0.95321244,-1.9983879,-2.6668084,2.3358705,-1.6249475,1
